record_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu
f1_fuel_1995_12_8_1_14,8,1995,ar nuclear one,nuclear,mwhth,36229512.0,3.4126,1.798,0.0,0.527
f1_fuel_1995_12_8_2_11,8,1995,blytheville,oil,bbl,22462.0,5.856774,32.597,32.597,5.566
f1_fuel_1995_12_8_2_14,8,1995,ritchie gas turbine,oil,bbl,82.0,5.761602,40.482,40.482,7.026
f1_fuel_1995_12_12_0_11,12,1995,osage,coal,ton,251388.0,15.81,14.01,13.49,0.89
f1_fuel_1995_12_12_0_14,12,1995,neil simpson complex,coal,ton,254420.0,16.088,9.98,9.98,0.62
f1_fuel_1995_12_12_0_15,12,1995,neil simpson complex,oil,bbl,7696.0,5.922,29.98,29.98,5.06
f1_fuel_1995_12_12_0_2,12,1995,ben french,oil,bbl,2369.0,5.67,30.38,30.38,5.35
f1_fuel_1995_12_12_0_3,12,1995,ben french,gas,mcf,125644.0,1.036,1.44,1.44,1.39
f1_fuel_1995_12_12_0_7,12,1995,bf station,coal,ton,136701.0,16.362000000000002,17.17,17.09,1.05
f1_fuel_1995_12_12_0_8,12,1995,bf station,oil,bbl,1310.0,5.67,30.52,30.52,5.38
f1_fuel_1995_12_12_0_9,12,1995,bf station,gas,mcf,1981.0,1.036,4.07,4.07,3.92
f1_fuel_1995_12_12_1_8,12,1995,wyodak plant,coal,ton,372399.0,15.862000000000002,10.04,9.47,0.63
f1_fuel_1995_12_15_0_1,15,1995,kendall,gas,mcf,1854221.0,1.0,2.721,2.721,2.721
f1_fuel_1995_12_16_0_8,16,1995,seabrook 1,nuclear,gramsU,47485.0,64.0,49.556,49.556,0.774
f1_fuel_1995_12_17_0_2,17,1995,cape fear,coal,ton,622486.0,25.12,47.544,46.366,1.893
f1_fuel_1995_12_17_0_8,17,1995,w. h. weatherspoon,coal,ton,116458.0,25.372,40.385,36.381,1.592
f1_fuel_1995_12_17_0_10,17,1995,w. h. weatherspoon,gas,mcf,137299.0,1.0330000000000001,2.478,0.0,2.399
f1_fuel_1995_12_17_0_14,17,1995,h. f. lee,coal,ton,362541.0,25.326,46.596,45.412,1.84
f1_fuel_1995_12_17_1_5,17,1995,l. v. sutton,coal,ton,700756.0,25.1,39.735,38.434,1.583
f1_fuel_1995_12_17_1_11,17,1995,h. b. robinson,coal,ton,302460.0,24.492,38.478,35.782,1.571
f1_fuel_1995_12_17_1_13,17,1995,h. b. robinson,gas,mcf,26259.0,1.0250000000000001,2.279,0.0,2.224
f1_fuel_1995_12_17_2_2,17,1995,asheville,coal,ton,979611.0,25.78,32.772,32.438,1.271
f1_fuel_1995_12_17_2_5,17,1995,roxboro,coal,ton,4868496.0,24.896,48.175,47.219,1.935
f1_fuel_1995_12_17_2_11,17,1995,mayo,coal,ton,1415598.0,24.264,47.021,46.565,1.938
f1_fuel_1995_12_17_2_13,17,1995,h. b. robinson,nuclear,mwdth,693252.0,3.413,35.642,0.0,0.435
f1_fuel_1995_12_17_3_1,17,1995,brunswick,nuclear,mwdth,1284856.0,3.413,39.238,0.0,0.479
f1_fuel_1995_12_17_3_10,17,1995,darlington,gas,mcf,394844.0,1.024,2.357,0.0,2.302
f1_fuel_1995_12_17_3_13,17,1995,harris,nuclear,mwdth,678722.0,3.413,36.926,0.0,0.451
f1_fuel_1995_12_19_0_2,19,1995,danskammer,gas,mcf,3966777.0,1.019,2.14,2.14,2.1
f1_fuel_1995_12_19_0_3,19,1995,danskammer,coal,ton,667080.0,25.756,50.821,51.16,1.968
f1_fuel_1995_12_19_0_7,19,1995,roseton,gas,mcf,9608435.0,1.018,2.004,2.004,1.968
f1_fuel_1995_12_19_0_13,19,1995,west coxsackie,gas,mcf,25615.0,1.019,2.707,2.707,2.656
f1_fuel_1995_12_19_1_8,19,1995,s. cairo,oil,bbl,1158.0,5.607,28.91,25.81,5.158
f1_fuel_1995_12_24_0_1,24,1995,nueces bay,gas,mcf,26983472.0,1.031,1.69,1.69,1.639
f1_fuel_1995_12_24_0_4,24,1995,la palma,gas,mcf,9430081.0,1.038,1.656,1.656,1.596
f1_fuel_1995_12_24_0_7,24,1995,laredo,gas,mcf,8269932.0,1.063,1.629,1.629,1.533
f1_fuel_1995_12_24_0_10,24,1995,lon c. hill,gas,mcf,14075729.0,1.031,1.712,1.712,1.66
f1_fuel_1995_12_24_0_13,24,1995,victoria,gas,mcf,8552595.0,1.054,1.756,1.756,1.666
f1_fuel_1995_12_24_1_1,24,1995,coleto creek,coal,ton,1659672.0,22.023999999999997,39.801,39.801,1.807
f1_fuel_1995_12_24_2_1,24,1995,oklaunion,coal,ton,207650.0,16.704,23.898,23.989,1.436
f1_fuel_1995_12_10_0_1,10,1995,calvert cliffs,nuclear,gramsU,1731875.0,0.069906,35.96,0.0,0.51
f1_fuel_1995_12_85_0_10,85,1995,far rockaway,gas,mcf,4956225.0,1.032,2.07,2.07,2.09
f1_fuel_1995_12_85_1_8,85,1995,southampton,oil,bbl,1645.0,5.874582,28.49,26.84,5.15
f1_fuel_1995_12_85_1_11,85,1995,southold,oil,bbl,729.0,5.854716,28.74,27.42,5.37
f1_fuel_1995_12_85_2_8,85,1995,port jefferson,oil,bbl,905.0,5.8490459999999995,26.49,26.54,8.23
f1_fuel_1995_12_85_2_14,85,1995,northport,oil,bbl,319.0,5.831574,29.09,34.51,18.81
f1_fuel_1995_12_85_3_8,85,1995,glenwood,oil,bbl,8168.0,5.870801999999999,32.12,0.0,5.81
f1_fuel_1995_12_85_3_14,85,1995,shoreham,oil,bbl,3292.0,5.870214,27.69,27.33,5.3
f1_fuel_1995_12_85_4_8,85,1995,holtsville,oil,bbl,122092.0,5.859756,29.34,27.5,5.03
f1_fuel_1995_12_85_4_12,85,1995,nine mile,nuclear,mmbtu,13842089.0,0.010601,0.498,0.0,0.498
f1_fuel_1995_12_117_0_2,117,1995,albany,gas,mcf,8952529.0,1.028,1.84,1.84,1.791
f1_fuel_1995_12_117_0_4,117,1995,dunkirk,coal,ton,1317044.0,25.842,35.11,32.855,1.409
f1_fuel_1995_12_117_0_7,117,1995,huntley,coal,ton,1343097.0,25.966,38.49,36.274,1.5180000000000002
f1_fuel_1995_12_117_0_10,117,1995,nine mile 1,nuclear,kgU,434.0,0.103331,62609.0,0.0,60.6
f1_fuel_1995_12_117_0_13,117,1995,nine mile 2,nuclear,kgU,273.0,0.115065,58505.0,0.0,50.8
f1_fuel_1995_12_27_0_1,27,1995,miami fort 5 & 6,coal,ton,175126.0,24.084,39.15,36.5,1.663
f1_fuel_1995_12_27_0_4,27,1995,w. c. beckjord 1-5,coal,ton,1321738.0,23.374,40.64,38.62,1.744
f1_fuel_1995_12_27_0_7,27,1995,beckjord #6 - total,coal,ton,814187.0,23.786,39.95,38.44,1.684
f1_fuel_1995_12_27_0_10,27,1995,beckjord #6 - cg&e,coal,ton,326080.0,23.784,40.01,38.49,1.687
f1_fuel_1995_12_44_0_2,44,1995,belle river (total),coal,ton,4912981.0,18.664,28.181,28.181,1.51
f1_fuel_1995_12_44_0_5,44,1995,belle river (deco),coal,ton,4043617.0,18.664,26.942,26.942,1.444
f1_fuel_1995_12_44_0_12,44,1995,fermi 2,nuclear,mwdth,829048.0,0.081912,88.34,0.0,1.078
f1_fuel_1995_12_44_0_14,44,1995,monroe pp,coal,ton,8765049.0,21.782,30.06,29.05,1.38
f1_fuel_1995_12_44_1_3,44,1995,greenwood ec,gas,mcf,2997974.0,1.011,2.635,2.635,2.605
f1_fuel_1995_12_44_1_7,44,1995,river rouge,coal,ton,1370056.0,21.6,28.57,29.02,1.323
f1_fuel_1995_12_44_1_8,44,1995,river rouge,gas,mcf,351492.0,0.9970000000000001,2.741,2.741,2.75
f1_fuel_1995_12_44_1_14,44,1995,marysville,coal,ton,28583.0,25.226,41.3,55.65,1.637
f1_fuel_1995_12_44_1_15,44,1995,marysville,gas,mcf,89262.0,1.0,3.553,3.553,3.552
f1_fuel_1995_12_44_2_2,44,1995,trenton channel pp,coal,ton,1868309.0,21.188,30.41,29.06,1.435
f1_fuel_1995_12_44_2_6,44,1995,northeast,gas,mcf,81375.0,1.018,2.285,2.285,2.245
f1_fuel_1995_12_44_2_8,44,1995,harbor beach,coal,ton,84732.0,25.348,46.41,52.43,1.831
f1_fuel_1995_12_44_2_10,44,1995,st. clair pp,coal,ton,3952093.0,19.324,26.35,26.38,1.364
f1_fuel_1995_12_44_2_13,44,1995,st. clair pp cont.,gas,mcf,109513.0,1.021,3.41,3.41,3.341
f1_fuel_1995_12_44_3_12,44,1995,hancock,gas,mcf,128363.0,1.017,3.866,3.866,3.801
f1_fuel_1995_12_44_5_12,44,1995,st. clair,gas,mcf,1256.0,1.021,3.211,3.211,3.146
f1_fuel_1995_12_52_0_2,52,1995,independence,coal,ton,1020193.0,17.314,27.43,27.43,1.584
f1_fuel_1995_12_52_0_5,52,1995,*robert ritchie,gas,mcf,9128121.0,1.035,1.635,1.635,1.573
f1_fuel_1995_12_22_0_4,22,1995,teche,gas,mcf,12883286.0,1.038,1.89,1.89,1.82
f1_fuel_1995_12_22_0_7,22,1995,rodemacher #1,gas,mcf,10757640.0,1.039,1.91,1.91,1.84
f1_fuel_1995_12_22_0_10,22,1995,rodemacher #2,gas,mcf,20723.0,1.034,2.11,2.11,2.04
f1_fuel_1995_12_22_0_11,22,1995,rodemacher #2,coal,ton,555302.0,17.258,30.9,30.63,1.79
f1_fuel_1995_12_22_0_13,22,1995,dolet hills,gas,mcf,51512.0,1.0250000000000001,1.97,1.97,1.92
f1_fuel_1995_12_22_0_14,22,1995,dolet hills,coal,ton,1806216.0,13.68,18.8,18.37,1.37
f1_fuel_1995_12_36_0_1,36,1995,waterside,gas,mcf,6379150.0,1.03,205.31,0.0,1.9929
f1_fuel_1995_12_36_0_4,36,1995,east river,gas,mcf,6234347.0,1.032,201.56,0.0,1.9440000000000002
f1_fuel_1995_12_36_0_10,36,1995,hudson ave.,gas,mcf,64.0,1.0,787.5,0.0,9.8718
f1_fuel_1995_12_36_0_13,36,1995,astoria,gas,mcf,36778051.0,1.032,185.59,0.0,1.7675999999999998
f1_fuel_1995_12_36_1_1,36,1995,roseton,gas,mcf,4604048.0,1.02,212.14,0.0,2.0795
f1_fuel_1995_12_36_1_4,36,1995,arthur kill,gas,mcf,10259742.0,1.027,171.86,0.0,1.6728
f1_fuel_1995_12_36_1_10,36,1995,ravenswood,gas,mcf,28696533.0,1.03,192.88,0.0,1.8721
f1_fuel_1995_12_36_3_4,36,1995,ravenswood,gas,mcf,672459.0,1.03,157.09,0.0,1.5257
f1_fuel_1995_12_36_3_10,36,1995,narrows,gas,mcf,1671478.0,1.032,152.7,0.0,1.5257
f1_fuel_1995_12_63_0_2,63,1995,river bend unit 1,nuclear,mwhth,17272211.0,3.4126,2.751,0.0,0.806
f1_fuel_1995_12_63_0_4,63,1995,*roy s. nelson unit6,coal,ton,1589879.0,17.258,27.835,0.0,1.613
f1_fuel_1995_12_63_0_13,63,1995,willow glen,gas,mcf,61800150.0,1.035,1.87,0.0,1.807
f1_fuel_1995_12_63_1_2,63,1995,*lewis creek,gas,mcf,29393385.0,1.035,1.786,0.0,1.725
f1_fuel_1995_12_63_1_4,63,1995,sabine,gas,mcf,99053235.0,1.034948,1.956,0.0,1.89
f1_fuel_1995_12_63_1_7,63,1995,*big cajun 2 unit 3,coal,ton,943187.0,16.285999999999998,26.642,0.0,1.635
f1_fuel_1995_12_63_1_11,63,1995,*roy s. nelson #3&4,gas,mcf,23237600.0,1.035,1.75,0.0,1.691
f1_fuel_1995_12_68_0_1,68,1995,cedar bayou,gas,mcf,69092716.0,1.018,1.718,1.659,1.689
f1_fuel_1995_12_68_0_2,68,1995,cedar bayou,oil,bbl,5341.0,6.400842000000001,142.525,16.276,22.267
f1_fuel_1995_12_68_0_7,68,1995,deepwater,gas,mcf,1301329.0,1.021,1.732,1.682,1.696
f1_fuel_1995_12_68_0_10,68,1995,greens bayou,gas,mcf,7225283.0,1.0410000000000001,1.692,1.644,1.624
f1_fuel_1995_12_68_0_13,68,1995,limestone,coal,ton,8005464.0,13.299999999999999,16.594,13.144,1.248
f1_fuel_1995_12_68_0_14,68,1995,limestone,gas,mcf,1281547.0,1.032,1.724,1.724,1.671
f1_fuel_1995_12_68_1_4,68,1995,p.h. robinson,gas,mcf,54618151.0,1.028,1.755,1.707,1.708
f1_fuel_1995_12_68_1_7,68,1995,s.r. bertron,gas,mcf,6766790.0,1.017,1.687,1.637,1.659
f1_fuel_1995_12_68_1_10,68,1995,t.h. wharton,gas,mcf,3275302.0,1.02,1.695,1.649,1.661
f1_fuel_1995_12_68_1_13,68,1995,w.a. parish,coal,ton,10579832.0,16.564,33.545,31.752,2.025
f1_fuel_1995_12_68_1_14,68,1995,w.a. parish,gas,mcf,26943674.0,1.02,1.676,1.623,1.642
f1_fuel_1995_12_68_2_1,68,1995,webster,gas,mcf,5673807.0,1.019,1.699,1.659,1.667
f1_fuel_1995_12_68_2_4,68,1995,greens bayou,gas,mcf,515543.0,1.0410000000000001,1.687,1.629,1.62
f1_fuel_1995_12_68_2_5,68,1995,greens bayou,oil,bbl,1807.0,6.126162,92.077,34.017,15.03
f1_fuel_1995_12_68_2_7,68,1995,s.r. bertron,gas,mcf,12029.0,1.012,1.659,1.605,1.639
f1_fuel_1995_12_68_2_10,68,1995,t.h. wharton,gas,mcf,20444490.0,1.009,1.733,1.675,1.716
f1_fuel_1995_12_68_2_11,68,1995,t.h. wharton,oil,bbl,1996.0,5.565126,88.699,29.697,15.938
f1_fuel_1995_12_68_2_13,68,1995,w.a. parish,gas,mcf,7025.0,1.017,1.687,1.626,1.659
f1_fuel_1995_12_68_3_1,68,1995,h.o. clarke,gas,mcf,31960.0,1.01,1.622,1.572,1.606
f1_fuel_1995_12_68_3_4,68,1995,webster,gas,mcf,7438.0,1.056,1.762,1.705,1.668
f1_fuel_1995_12_68_4_1,68,1995,san jacinto facility,gas,mcf,8433473.0,1.018,1.704,1.662,1.673
f1_fuel_1995_12_68_4_2,68,1995,san jacinto facility,oil,bbl,10458.0,5.55303,31.524,31.524,5.47
f1_fuel_1995_12_70_0_1,70,1995,jim bridger,coal,ton,2485088.0,18.836,20.36,20.01,1.08
f1_fuel_1995_12_70_0_3,70,1995,jim bridger,oil,bbl,11378.0,5.880000000000001,29.51,25.33,5.02
f1_fuel_1995_12_70_0_4,70,1995,boardman,coal,ton,65366.0,17.794,23.29,19.94,1.31
f1_fuel_1995_12_70_0_7,70,1995,valmy,coal,ton,25284.0,20.804,78.87,42.74,3.79
f1_fuel_1995_12_134_2_7,134,1995,cholla plant,coal,ton,930371.0,19.844,31.234,30.29,1.574
f1_fuel_1995_12_134_2_9,134,1995,cholla plant,oil,bbl,7059.0,5.880000000000001,30.271,0.0,5.148
f1_fuel_1995_12_73_0_1,73,1995,tanners creek,coal,ton,1610569.0,24.576,37.42,38.87,1.523
f1_fuel_1995_12_73_0_7,73,1995,d. c. cook,nuclear,gramsU,2399400.0,0.063811,27.31,0.0,0.428
f1_fuel_1995_12_73_1_7,73,1995,rockport total i&m,coal,ton,5112586.0,16.652,18.79,18.11,1.128
f1_fuel_1995_12_73_1_10,73,1995,rockport total plt,coal,ton,10379108.0,16.654,18.79,18.11,1.128
f1_fuel_1995_12_79_0_1,79,1995,montrose,coal,ton,1556989.0,17.27,17.793,17.844,1.03
f1_fuel_1995_12_79_0_4,79,1995,hawthorn,coal,ton,1113514.0,17.472,16.06,15.961,0.919
f1_fuel_1995_12_79_0_5,79,1995,hawthorn,gas,mcf,1115350.0,1.0,1.996,1.971,1.996
f1_fuel_1995_12_79_0_10,79,1995,la cygne,coal,ton,2334670.0,17.264000000000003,14.802,14.512,0.857
f1_fuel_1995_12_79_1_10,79,1995,iatan,coal,ton,1802371.0,17.46,14.105,14.094,0.808
f1_fuel_1995_12_81_0_1,81,1995,big sandy,coal,ton,2952644.0,23.446,26.91,26.02,1.148
f1_fuel_1995_12_96_0_1,96,1995,portland,coal,ton,539166.0,26.28,39.066,36.621,1.412
f1_fuel_1995_12_96_0_4,96,1995,titus,coal,ton,422182.0,25.372,40.501,36.908,1.539
f1_fuel_1995_12_96_0_7,96,1995,conemaugh,coal,ton,727799.0,24.942,30.794,28.974,1.207
f1_fuel_1995_12_96_0_8,96,1995,conemaugh,gas,mcf,23800.0,1.036,3.416,3.416,3.297
f1_fuel_1995_12_96_0_14,96,1995,tmi #1,nuclear,kgU,533.0,0.064664,34787.07,0.0,0.538
f1_fuel_1995_12_96_1_3,96,1995,titus,gas,mcf,58137.0,1.01874,3.108,3.092,3.051
f1_fuel_1995_12_96_1_6,96,1995,hunterstown,gas,mcf,404800.0,1.035017,2.636,2.859,2.547
f1_fuel_1995_12_96_2_3,96,1995,mountain,gas,mcf,160895.0,1.034052,3.372,3.37,3.261
f1_fuel_1995_12_96_2_9,96,1995,portland,gas,mcf,916040.0,1.027064,2.293,2.408,2.233
f1_fuel_1995_12_100_0_1,100,1995,independence,coal,ton,1250393.0,18.384,28.47,28.47,1.548
f1_fuel_1995_12_100_0_14,100,1995,baxter wilson,gas,mcf,40969592.0,1.031132,1.739,1.739,1.686
f1_fuel_1995_12_95_0_1,95,1995,r.m. heskett,coal,ton,227026.0,14.028,15.444,15.05,1.1
f1_fuel_1995_12_95_0_2,95,1995,r.m. heskett,gas,mcf,632.0,1.067,4.012,4.012,3.761
f1_fuel_1995_12_95_0_4,95,1995,lewis & clark,coal,ton,223881.0,12.93,12.823,12.763,0.992
f1_fuel_1995_12_95_0_5,95,1995,lewis & clark,gas,mcf,10126.0,1.167,3.458,3.458,2.963
f1_fuel_1995_12_95_0_10,95,1995,big stone,coal,ton,334191.0,12.34,13.197,13.319,1.069
f1_fuel_1995_12_95_0_11,95,1995,big stone,coal,ton,103373.0,18.075999999999997,17.348,17.157,0.96
f1_fuel_1995_12_95_0_13,95,1995,big stone continued,waste,ton,10009.0,0.013939,18.935,18.935,0.679
f1_fuel_1995_12_95_0_14,95,1995,big stone continued,waste,ton,331.0,0.007673,9.668,9.668,0.63
f1_fuel_1995_12_95_0_15,95,1995,big stone continued,other,ton,675.0,0.00825,9.064,9.064,0.549
f1_fuel_1995_12_95_1_7,95,1995,glendive,gas,mcf,148518.0,1.077,2.112,2.112,1.961
f1_fuel_1995_12_95_1_10,95,1995,coyote,coal,ton,572131.0,13.946,11.185,10.918,0.802
f1_fuel_1995_12_102_0_4,102,1995,j. e. corette,gas,mcf,115021.0,1.054,4.149,4.149,3.937
f1_fuel_1995_12_102_0_5,102,1995,j. e. corette,coal,ton,691546.0,18.372,10.403,10.403,0.566
f1_fuel_1995_12_102_1_4,102,1995,colstrip 3 & 4,oil,bbl,10184.0,5.922,28.637,28.637,8.53
f1_fuel_1995_12_102_1_5,102,1995,colstrip 3 & 4,coal,ton,1781030.0,17.017999999999997,13.295,13.295,0.781
f1_fuel_1995_12_107_0_1,107,1995,manchester st,gas,mcf,397954.0,1.028,3.29,3.29,3.2
f1_fuel_1995_12_113_0_1,113,1995,salem harbor,coal,ton,791007.0,25.134,60.37,52.61,2.4
f1_fuel_1995_12_113_0_4,113,1995,brayton point,coal,ton,2646273.0,25.054,52.96,60.27,2.11
f1_fuel_1995_12_113_0_6,113,1995,brayton point,gas,mcf,11174576.0,1.027,1.95,1.95,1.9
f1_fuel_1995_12_113_1_4,113,1995,manchester st.,gas,mcf,3581585.0,1.028,3.29,3.29,3.2
f1_fuel_1995_12_116_0_3,116,1995,w.f. wyman unit 4,other,bbl,926887.0,0.150365,16.914,17.123,2.637
f1_fuel_1995_12_114_0_11,114,1995,michoud,gas,mcf,33179884.0,1.035,1.732,1.732,1.673
f1_fuel_1995_12_108_0_5,108,1995,sunrise 1,gas,mcf,312899.0,1.028,1.56,1.56,1.52
f1_fuel_1995_12_108_0_7,108,1995,reid gardner 123,coal,ton,968902.0,23.576,37.57,35.57,1.601
f1_fuel_1995_12_108_0_9,108,1995,reid gardner 123,oil,bbl,5822.0,5.612124,29.2,29.2,7.484
f1_fuel_1995_12_108_0_10,108,1995,mohave 1 & 2,coal,ton,665126.0,21.88,26.72,0.0,1.19
f1_fuel_1995_12_108_0_11,108,1995,mohave 1 & 2,gas,mcf,247251.0,1.027417,2.24,0.0,2.18
f1_fuel_1995_12_108_0_13,108,1995,"navajo 1, 2, 3",coal,ton,964536.0,22.041999999999998,24.19,0.0,1.1
f1_fuel_1995_12_108_0_15,108,1995,"navajo 1, 2, 3",oil,bbl,3432.0,6.006126,28.02,0.0,6.99
f1_fuel_1995_12_108_1_5,108,1995,sunrise 2,gas,mcf,111772.0,1.028,1.56,1.56,1.52
f1_fuel_1995_12_108_1_8,108,1995,"sun peak 3, 4, 5",gas,mcf,480195.0,1.028,1.66,1.66,1.61
f1_fuel_1995_12_108_1_9,108,1995,"sun peak 3, 4, 5",oil,bbl,1708.0,5.863704,23.25,23.25,7.16
f1_fuel_1995_12_108_1_10,108,1995,reid gardner 4,coal,ton,63207.0,23.182000000000002,21.26,34.324,0.917
f1_fuel_1995_12_108_1_12,108,1995,reid gardner 4,oil,bbl,585.0,5.612124,29.22,29.22,5.207
f1_fuel_1995_12_108_1_14,108,1995,"clark 5,6,7,8,9,10",gas,mcf,13485864.0,1.028,1.65,1.65,1.6
f1_fuel_1995_12_108_2_5,108,1995,harry allen 3,gas,mcf,223249.0,1.062,1.73,1.73,1.63
f1_fuel_1995_12_108_2_6,108,1995,harry allen 3,oil,bbl,802.0,5.864166,38.35,38.35,7.51
f1_fuel_1995_12_27_1_1,27,1995,j. m. stuart - tota,coal,ton,555894250.0,23.112000000000002,33.99,33.39,1.473
f1_fuel_1995_12_27_1_4,27,1995,j. m. stuart - cg&e,coal,ton,2337351.0,23.11,34.03,33.39,1.475
f1_fuel_1995_12_27_1_7,27,1995,conesville #4-total,coal,ton,1302758.0,23.914,44.01,42.65,1.843
f1_fuel_1995_12_27_1_10,27,1995,conesville #4 - cg&e,coal,ton,514595.0,23.914,44.61,43.58,1.868
f1_fuel_1995_12_27_2_1,27,1995,maimi fort 7&8-total,coal,ton,2524899.0,24.227999999999998,35.8,34.39,1.481
f1_fuel_1995_12_27_2_4,27,1995,miami fort 7&8-cge,coal,ton,1631217.0,24.227999999999998,35.8,34.39,1.481
f1_fuel_1995_12_27_2_7,27,1995,east bend #2-total,coal,ton,1758975.0,24.892,29.36,28.5,1.182
f1_fuel_1995_12_27_2_10,27,1995,east bend #2 - cg&e,coal,ton,1197444.0,24.89,29.37,28.5,1.183
f1_fuel_1995_12_27_2_13,27,1995,woodsdale gt,gas,mcf,3467508.0,1.024,2.12,2.12,2.251
f1_fuel_1995_12_27_3_1,27,1995,killen #2 - total,coal,ton,1520846.0,24.274,33.44,32.25,1.394
f1_fuel_1995_12_119_0_1,119,1995,michigan city,coal,ton,1440873.0,19.241999999999997,31.42,28.7,1.633
f1_fuel_1995_12_119_0_2,119,1995,michigan city,gas,mcf,1929881.0,1.021,2.45,2.45,2.399
f1_fuel_1995_12_119_0_4,119,1995,d.h.mitchell,coal,ton,948197.0,18.974,28.82,27.05,1.519
f1_fuel_1995_12_119_0_7,119,1995,bailly,coal,ton,1384562.0,21.733999999999998,31.34,30.13,1.442
f1_fuel_1995_12_119_0_8,119,1995,bailly,gas,mcf,486193.0,1.021,2.78,2.78,2.719
f1_fuel_1995_12_119_0_10,119,1995,r.m.schahfer,coal,ton,4257465.0,19.310000000000002,26.11,24.42,1.352
f1_fuel_1995_12_119_0_11,119,1995,r.m.schahfer,gas,mcf,1085404.0,1.021,2.68,2.68,2.621
f1_fuel_1995_12_119_0_13,119,1995,d.h.mitchell,gas,mcf,36016.0,1.021,2.462,2.462,2.412
f1_fuel_1995_12_119_1_1,119,1995,bailly,gas,mcf,74542.0,1.021,2.543,2.543,2.492
f1_fuel_1995_12_119_1_4,119,1995,r.m.schahfer,gas,mcf,555620.0,1.021,2.418,2.418,2.369
f1_fuel_1995_12_126_0_1,126,1995,r.e. burger,coal,ton,688412.0,24.932,24.55,22.935,0.985
f1_fuel_1995_12_126_0_4,126,1995,edgewater,gas,mcf,1367186.0,1.0250000000000001,2.114,2.114,2.062
f1_fuel_1995_12_126_0_7,126,1995,niles,coal,ton,515116.0,24.334000000000003,26.73,26.085,1.098
f1_fuel_1995_12_126_0_10,126,1995,w.h. sammis,coal,ton,5145522.0,24.422,31.75,31.227,1.3
f1_fuel_1995_12_126_0_13,126,1995,b. mansfield,coal,ton,2643332.0,24.116,39.92,38.966,1.655
f1_fuel_1995_12_134_2_10,134,1995,craig plant,coal,ton,646169.0,19.942,20.158,20.296,1.011
f1_fuel_1995_12_134_2_11,134,1995,craig plant,gas,mcf,13532.0,1.067,2.103,2.103,1.971
f1_fuel_1995_12_129_0_1,129,1995,north anna,nuclear,gramsU,1144807.0,0.117433,47.62,23.22,0.405
f1_fuel_1995_12_129_0_4,129,1995,clover,coal,ton,235389.0,25.56,20.674,37.31,0.762
f1_fuel_1995_12_131_0_1,131,1995,lovett,gas,mcf,4313186.0,1.032,2.33,2.33,2.26
f1_fuel_1995_12_131_0_3,131,1995,lovett,oil,bbl,140.0,5.796,29.41,30.53,5.07
f1_fuel_1995_12_131_0_7,131,1995,bowline,gas,mcf,8313568.0,1.032,2.11,2.11,2.05
f1_fuel_1995_12_213_0_4,213,1995,colby gt,gas,mcf,4652.0,0.95,3.505,3.505,3.69
f1_fuel_1995_12_213_0_7,213,1995,great bend,gas,mcf,917.0,0.9700000000000001,4.276,4.276,4.408
f1_fuel_1995_12_144_0_1,144,1995,edwardsport,coal,,110404.0,21.758,25.02,25.7,1.15
f1_fuel_1995_12_144_0_4,144,1995,noblesville,coal,,74656.0,20.046000000000003,28.72,26.02,1.433
f1_fuel_1995_12_144_0_7,144,1995,wabash river,coal,,1093026.0,22.152,28.09,27.32,1.268
f1_fuel_1995_12_144_0_10,144,1995,gallagher,coal,,1150723.0,24.604,28.59,27.63,1.162
f1_fuel_1995_12_144_0_13,144,1995,cayuga,coal,,2775191.0,22.178,28.37,27.61,1.279
f1_fuel_1995_12_144_1_1,144,1995,gibson,coal,,7651239.0,21.88,31.42,31.84,1.437
f1_fuel_1995_12_144_2_1,144,1995,wabash river,coal,,39797.0,21.6,19.04,18.8,0.881
f1_fuel_1995_12_43_0_8,43,1995,edge moor 3 & 4,gas,mcf,445039.0,1.029,1.94,0.0,1.73
f1_fuel_1995_12_136_0_1,136,1995,tmi #1,nuclear,kgU,266.0,0.064774,34717.625,0.0,0.537
f1_fuel_1995_12_136_0_4,136,1995,homer city #1 & #2,coal,ton,1534812.0,24.95,39.404,30.19,1.579
f1_fuel_1995_12_136_0_7,136,1995,homer city #3,coal,ton,788449.0,25.1,41.747,39.399,1.663
f1_fuel_1995_12_136_0_10,136,1995,shawville,coal,ton,1595602.0,24.554,28.965,28.029,1.18
f1_fuel_1995_12_136_1_1,136,1995,seward,coal,ton,523965.0,24.5,28.87,25.776,1.178
f1_fuel_1995_12_136_1_4,136,1995,warren,coal,ton,169722.0,24.5,34.748,31.181,1.418
f1_fuel_1995_12_136_2_1,136,1995,blossburg,gas,mcf,28724.0,1.0,6.054,6.054,6.054
f1_fuel_1995_12_136_2_5,136,1995,warren,gas,mcf,20.0,1.0,242.85,242.85,2.4285
f1_fuel_1995_12_143_0_7,143,1995,dickerson,coal,ton,1264322.0,25.994,38.108,35.364,1.466
f1_fuel_1995_12_143_0_10,143,1995,dickerson c.t.,gas,mcf,3237150.0,1.030284,2.001,1.934,1.943
